33;31
33;32
33;36
33;48
34;0
34;1
34;2
34;3
34;4
34;6
34;7
34;9
34;11
34;12
34;17
34;19
34;21
34;25
34;26
34;27
34;28
34;29
34;30
34;32
34;35
34;37
34;39
34;40
34;45
34;46
34;47
34;48
34;49
35;0
35;1
35;2
35;4
35;7
35;9
35;12
35;17
35;19
35;27
35;28
35;32
35;34
35;37
35;39
35;40
35;45
35;49
36;33
36;10
36;48
36;16
36;28
36;14
36;27
36;31
36;32
36;15
37;0
37;1
37;2
37;3
37;4
37;7
37;9
37;11
37;12
37;17
37;19
37;25
37;27
37;28
37;29
37;30
37;32
37;34
37;35
37;39
37;40
37;45
37;46
37;47
37;49
38;42
38;8
38;41
38;47
38;6
38;13
38;3
38;2
38;22
38;29
39;0
39;1
39;4
39;7
39;9
39;10
39;11
39;12
39;17
39;19
39;20
39;21
39;25
39;26
39;27
39;28
39;30
39;32
39;34
39;35
39;37
39;40
39;45
39;46
39;48
39;49
40;0
40;1
40;2
40;4
40;7
40;9
40;11
40;12
40;17
40;19
40;21
40;25
40;26
40;27
40;28
40;30
40;34
40;35
40;37
40;39
40;45
40;46
40;48
40;49
41;2
41;3
41;6
41;8
41;22
41;29
41;38
41;42
41;45
41;47
42;38
42;8
42;41
42;47
42;6
42;13
42;3
42;2
42;22
42;29
43;23
43;26
43;21
43;44
43;19
43;17
43;5
43;31
43;45
43;40
44;23
44;26
44;5
44;21
44;24
44;46
44;25
44;43
44;19
44;20
45;0
45;1
45;2
45;3
45;4
45;6
45;7
45;9
45;11
45;12
45;17
45;19
45;21
45;25
45;26
45;29
45;30
45;34
45;35
45;37
45;39
45;40
45;41
45;46
45;47
45;49
46;0
46;1
46;4
46;7
46;9
46;10
46;11
46;12
46;17
46;19
46;20
46;21
46;25
46;26
46;27
46;28
46;29
46;30
46;32
46;34
46;37
46;39
46;40
46;45
46;48
46;49
47;1
47;2
47;3
47;6
47;8
47;9
47;11
47;12
47;22
47;29
47;30
47;34
47;37
47;38
47;41
47;42
47;45
48;0
48;4
48;5
48;7
48;10
48;16
48;17
48;19
48;20
48;21
48;25
48;27
48;28
48;31
48;32
48;33
48;34
48;36
48;39
48;40
48;46
48;49
49;0
49;1
49;2
49;4
49;7
49;9
49;11
49;12
49;17
49;19
49;21
49;25
49;26
49;27
49;28
49;29
49;30
49;32
49;34
49;35
49;37
49;39
49;40
49;45
49;46
49;48
50;76
50;52
50;86
50;65
50;58
50;75
50;54
50;77
50;51
50;74
51;54
51;56
51;58
51;63
51;65
51;68
51;74
51;75
51;86
51;87
51;91
52;76
52;50
52;86
52;77
52;54
52;58
52;65
52;75
52;72
52;133
53;59
53;69
53;80
53;82
53;88
53;89
53;92
53;94
53;95
53;96
53;99
54;51
54;56
54;58
54;65
54;68
54;72
54;75
54;76
54;86
54;87
55;90
55;96
55;66
55;94
55;95
55;99
55;78
55;84
55;88
55;91
56;51
56;54
56;63
56;68
56;72
56;78
56;85
56;91
56;123
56;126
57;93
57;60
57;98
57;81
57;80
57;79
57;64
57;59
57;69
57;53
58;75
58;65
58;54
58;76
58;86
58;51
58;74
58;87
58;50
58;68
59;53
59;89
59;88
59;64
59;94
59;80
59;99
59;69
59;96
59;95
60;93
60;57
60;98
60;81
60;80
60;79
60;59
60;69
60;64
60;53
61;78
61;85
61;96
61;99
61;71
61;94
61;97
61;68
61;66
61;88
62;67
62;92
62;82
62;71
62;69
62;95
62;99
62;96
62;97
62;80
63;51
63;56
63;68
63;72
63;73
63;78
63;85
63;87
63;91
63;119
64;80
64;82
64;53
64;89
64;69
64;81
64;79
64;92
64;88
64;99
65;75
65;58
65;54
65;86
65;51
65;74
65;76
65;50
65;87
65;68
66;84
66;55
66;78
66;94
66;96
66;85
66;61
66;90
66;88
66;99
67;62
67;92
67;69
67;95
67;82
67;99
67;80
67;96
67;88
67;94
68;51
68;78
68;91
68;85
68;56
68;63
68;87
68;54
68;97
68;74
69;53
69;67
69;80
69;81
69;82
69;88
69;89
69;92
69;95
69;99
70;138
70;127
70;126
70;149
70;101
70;142
70;113
70;123
70;83
70;85
71;97
71;92
71;82
71;61
71;99
71;74
71;62
71;96
71;87
71;95
72;133
72;56
72;119
72;63
72;54
72;83
72;91
72;68
72;51
72;123
73;63
73;91
73;87
73;97
73;55
73;78
73;68
73;72
73;74
73;119
74;87
74;97
74;75
74;65
74;51
74;58
74;68
74;54
74;71
74;91
75;65
75;58
75;51
75;54
75;74
75;87
75;86
75;68
75;97
75;76
76;86
76;52
76;50
76;58
76;54
76;65
76;75
76;77
76;51
76;72
77;52
77;86
77;123
77;76
77;110
77;146
77;72
77;133
77;111
77;147
78;85
78;91
78;68
78;63
78;61
78;56
78;97
78;51
78;66
78;55
79;81
79;80
79;69
79;64
79;82
79;62
79;92
79;67
79;53
79;89
80;69
80;81
80;82
80;53
80;89
80;64
80;92
80;79
80;88
80;67
81;80
81;69
81;79
81;64
81;82
81;67
81;92
81;53
81;89
81;60
82;53
82;62
82;64
82;67
82;69
82;71
82;80
82;88
82;89
82;92
82;94
82;95
82;96
82;99
83;119
83;149
83;133
83;127
83;72
83;138
83;70
83;123
83;126
83;101
84;66
84;55
84;90
84;94
84;96
84;88
84;106
84;99
84;53
84;61
85;78
85;68
85;91
85;61
85;56
85;63
85;138
85;70
85;51
85;66
86;76
86;54
86;52
86;58
86;50
86;65
86;75
86;51
86;77
86;56
87;51
87;54
87;58
87;63
87;68
87;73
87;74
87;75
87;91
87;97
88;53
88;69
88;82
88;89
88;90
88;92
88;94
88;95
88;96
88;99
89;53
89;59
89;69
89;80
89;82
89;88
89;92
89;94
89;95
89;96
89;99
90;55
90;94
90;95
90;96
90;88
90;99
90;53
90;89
90;66
90;84
91;51
91;56
91;63
91;68
91;72
91;73
91;78
91;85
91;87
91;97
92;53
92;62
92;67
92;69
92;71
92;80
92;82
92;88
92;89
92;94
92;95
92;96
92;99
93;57
93;60
93;98
93;81
93;80
93;79
93;64
93;59
93;69
93;53
94;53
94;55
94;82
94;88
94;89
94;90
94;92
94;95
94;96
94;99
95;53
95;55
95;67
95;69
95;82
95;88
95;89
95;90
95;92
95;94
95;96
95;99
96;53
96;55
96;61
96;82
96;88
96;89
96;90
96;92
96;94
96;95
96;99
97;87
97;74
97;71
97;91
97;68
97;51
97;78
97;61
97;75
97;63
98;93
98;57
98;60
98;79
98;81
98;64
98;80
98;59
98;69
98;53
99;53
99;61
99;69
99;82
99;88
99;89
99;90
99;92
99;94
99;95
99;96
100;136
100;144
100;104
100;143
100;140
100;132
100;148
100;128
100;120
100;124
101;142
101;149
101;113
101;121
101;70
101;127
101;138
101;83
101;146
101;126
102;120
102;143
102;124
102;125
102;130
102;112
102;139
102;108
102;109
102;107
103;137
103;116
103;111
103;128
103;108
103;147
103;132
103;124
103;134
103;110
104;132
104;124
104;128
104;143
104;136
104;140
104;120
104;112
104;144
104;100
105;117
105;122
105;131
105;118
105;135
105;107
105;130
105;125
105;109
105;102
106;84
106;66
106;59
106;121
106;90
106;94
106;53
106;89
106;55
106;88
107;130
107;125
107;129
107;105
107;102
107;122
107;131
107;108
107;117
107;135
108;116
108;137
108;124
108;103
108;112
108;125
108;128
108;129
108;102
108;111
109;143
109;120
109;135
109;102
109;144
109;140
109;105
109;124
109;104
109;130
110;147
110;111
110;146
110;123
110;115
110;145
110;77
110;116
110;137
110;126
111;147
111;137
111;116
111;110
111;146
111;103
111;128
111;123
111;77
111;127
112;139
112;124
112;120
112;128
112;145
112;132
112;140
112;104
112;147
112;143
113;121
113;101
113;142
113;149
113;70
113;138
113;127
113;114
113;126
113;146
114;148
114;113
114;121
114;115
114;101
114;136
114;142
114;132
114;149
114;146
115;148
115;145
115;132
115;136
115;128
115;147
115;140
115;110
115;112
115;104
116;137
116;103
116;111
116;108
116;147
116;128
116;110
116;124
116;112
116;146
117;105
117;118
117;122
117;131
117;135
117;130
117;107
117;109
117;102
117;125
118;117
118;105
118;122
118;131
118;135
118;109
118;107
118;130
118;102
118;125
119;83
119;72
119;133
119;63
119;91
119;56
119;127
119;149
119;138
119;70
120;143
120;140
120;124
120;144
120;112
120;102
120;139
120;104
120;132
120;145
121;113
121;101
121;142
121;70
121;149
121;138
121;127
121;114
121;126
121;83
122;105
122;117
122;131
122;118
122;107
122;130
122;135
122;125
122;102
122;109
123;126
123;146
123;127
123;138
123;56
123;110
123;70
123;72
123;111
123;77
124;112
124;104
124;128
124;120
124;132
124;143
124;139
124;140
124;108
124;102
125;130
125;107
125;129
125;102
125;108
125;124
125;112
125;139
125;143
125;120
126;123
126;127
126;138
126;146
126;70
126;56
126;149
126;72
126;83
126;85
127;138
127;126
127;123
127;70
127;146
127;149
127;83
127;101
127;142
127;56
128;132
128;104
128;124
128;148
128;112
128;115
128;111
128;147
128;136
128;137
129;125
129;130
129;108
129;107
129;102
129;116
129;139
129;112
129;124
129;137
130;125
130;107
130;102
130;129
130;131
130;105
130;135
130;122
130;108
130;117
131;122
131;105
131;117
131;135
131;130
131;107
131;118
131;125
131;102
131;109
132;128
132;104
132;136
132;148
132;115
132;124
132;140
132;112
132;147
132;145
133;72
133;119
133;83
133;56
133;63
133;123
133;77
133;127
133;126
133;54
134;133
134;83
134;103
134;119
134;137
134;116
134;72
134;149
134;111
134;108
135;131
135;109
135;105
135;117
135;130
135;102
135;122
135;118
135;107
135;125
136;148
136;132
136;115
136;104
136;140
136;100
136;128
136;144
136;145
136;124
137;116
137;103
137;111
137;108
137;147
137;128
137;110
137;146
137;124
137;132
138;70
138;127
138;126
138;149
138;123
138;101
138;142
138;146
138;83
138;85
139;112
139;124
139;145
139;120
139;141
139;147
139;140
139;110
139;102
139;128
140;144
140;120
140;143
140;104
140;136
140;132
140;145
140;124
140;112
140;115
141;145
141;139
141;112
141;115
141;140
141;110
141;147
141;120
141;124
141;144
142;101
142;149
142;113
142;121
142;70
142;127
142;138
142;83
142;146
142;126
143;120
143;104
143;140
143;124
143;144
143;102
143;112
143;132
143;109
143;128
144;140
144;120
144;143
144;136
144;104
144;100
144;132
144;124
144;145
144;115
145;141
145;115
145;139
145;112
145;140
145;147
145;110
145;132
145;120
145;148
146;123
146;126
146;127
146;110
146;111
146;147
146;138
146;149
146;70
146;77
147;110
147;111
147;146
147;116
147;137
147;128
147;115
147;112
147;123
147;145
148;115
148;136
148;132
148;128
148;104
148;114
148;145
148;140
148;147
148;110
149;101
149;142
149;127
149;70
149;83
149;138
149;113
149;126
149;146
149;123
